path,label,status
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_27732.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_27778.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_27818.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_27915.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_27938.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_27970.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_28056.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_28106.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_28132.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_29810.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_29834.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_29853.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_30034.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_30084.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_31078.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_31122.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_32344.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_32369.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_32393.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_32414.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_32450.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_33705.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_34146.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_34252.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_34294.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_34313.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_34387.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_34408.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_34433.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_35132.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_35146.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_35184.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_35199.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_35491.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_37635.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_37672.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_39150.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_39693.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_39705.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_39714.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_43314.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_43407.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_43432.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_43460.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_43463.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_43892.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_44220.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_44341.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_44490.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_44518.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_44829.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_44893.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_44926.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_45322.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_45361.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_45380.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_45752.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_45863.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_45883.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_47750.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_47755.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_47788.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_48026.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_48047.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_48098.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_48121.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_48124.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_48144.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_50492.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_50510.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_50523.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_50656.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_51697.png,1,ok
/workspace/data/Isornot/images/IsSmiling/20250926_0_0_51759.png,1,ok
